year,player,pos,college,defense_ast_tackles,defense_fum_forced,defense_fum_rec,defense_fum_tds,defense_fum_yds,defense_games,defense_int,defense_int_td,defense_int_yards,defense_loss_tackles,defense_pd,defense_sacks,defense_seasons,defense_solo_tackes,defense_tackles,passing_attempts,passing_comp_pct,passing_completions,passing_games,passing_pass_ints,passing_pass_tds,passing_pass_yards,passing_seasons,rushing_games,rushing_rec_td,rushing_rec_yards,rushing_receptions,rushing_rush_att,rushing_rush_td,rushing_rush_yds,rushing_scrim_plays,rushing_scrim_tds,rushing_scrim_yds,rushing_seasons,receiving_games,receiving_rec_td,receiving_rec_yards,receiving_receptions,receiving_rush_att,receiving_rush_td,receiving_rush_yds,receiving_scrim_plays,receiving_scrim_tds,receiving_scrim_yds,receiving_seasons,num_missing_vals
2022.0,DeQuarius Henry,,UT San Antonio,7.0,,,,,10.0,,,,4.5,0.0,1.5,1.0,8.0,15.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeSean Buckner,,Oklahoma State,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeShawn Gaddie,,North Texas,19.0,,,,,10.0,,,,1.5,6.0,0.0,1.0,38.0,57.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeShawn Hanika,,Iowa State,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeShawn Page,,Mississippi State,9.0,,,,,10.0,,,,1.5,0.0,0.0,1.0,2.0,11.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeVere Levelston,,SMU,19.0,,1.0,,,10.0,,,,10.5,0.0,6.5,1.0,19.0,38.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeVonne Harris,,Wyoming,2.0,,,,,10.0,,,,0.0,1.0,0.0,1.0,2.0,4.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeVonta Smith,,Alabama,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,2.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,DeWayne Carter,,Duke,23.0,,,,,10.0,,,,7.5,3.0,4.5,1.0,13.0,36.0,,,,10.0,,,,1.0,10.0,,,,1.0,0.0,-1.0,,,,1.0,10.0,,,,,0.0,-1.0,,,,1.0,0.0
2022.0,DeWayne McBride,,UAB,,,0.0,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,19.0,3.0,204.0,13.0,1371.0,,13.0,1390.0,1.0,10.0,0.0,19.0,3.0,,13.0,1371.0,,13.0,1390.0,1.0,0.0
2022.0,DeaMonte Trayanum,,Arizona State,1.0,,0.0,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,2.0,,,,10.0,,,,1.0,10.0,0.0,19.0,4.0,78.0,6.0,402.0,,6.0,421.0,1.0,10.0,0.0,19.0,4.0,,6.0,402.0,,6.0,421.0,1.0,0.0
2022.0,Deacon Hill,,Michigan,0.0,,,,,10.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deajaun McDougle,,Maryland,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,26.0,5.0,,,,,,,1.0,10.0,0.0,26.0,5.0,,,,,,,1.0,0.0
2022.0,Dean Clark,,Kent State,38.0,,,,,10.0,,,,2.0,3.0,0.0,1.0,78.0,116.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dean Engram,,Wisconsin,5.0,,0.0,,,10.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,15.0,20.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dean Ferguson,,Virginia Tech,3.0,,,,,10.0,,,,0.5,0.0,0.0,1.0,2.0,5.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dean Janikowski,,Washington State,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dean Patterson,,Florida International,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,34.0,3.0,,,,,,,1.0,10.0,0.0,34.0,3.0,,,,,,,1.0,0.0
2022.0,Dean Ramicone,,Akron,2.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,3.0,5.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dean Tate,,Ball State,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,4.0,1.0,,,,,,,1.0,10.0,0.0,4.0,1.0,,,,,,,1.0,0.0
2022.0,Deandre Bowman,,Georgia State,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deandre Boykins,,North Carolina,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,4.0,5.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deandre Johnson,,Miami,12.0,,,,,10.0,,,,8.5,0.0,4.5,1.0,14.0,26.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deandre Jules,,Pittsburgh,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deane Leonard,,Ole Miss,20.0,,,,,10.0,,,,1.0,6.0,0.0,1.0,28.0,48.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deangelo Carter,,Minnesota,2.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,2.0,4.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deante Bernard,,Army,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deantre Prince,,Ole Miss,13.0,,,,,10.0,2.0,0.0,15.0,0.0,3.0,0.0,1.0,32.0,45.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Debo Williams,,South Carolina,1.0,,,,,10.0,,,,0.0,1.0,0.0,1.0,5.0,6.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Decamerion Richardson,,Mississippi State,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,14.0,14.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Decarius Hawthorne,,Florida Atlantic,14.0,,,,,10.0,,,,3.5,0.0,0.5,1.0,4.0,18.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Decorian Patterson,,Middle Tennessee,9.0,,2.0,,,10.0,1.0,0.0,33.0,0.0,7.0,0.0,1.0,18.0,27.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dedrick Mackey,,Purdue,7.0,,,,,10.0,3.0,0.0,19.0,2.0,3.0,0.0,1.0,29.0,36.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dedrick Parson,,Hawai'i,0.0,,0.0,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,1.0,279.0,28.0,117.0,8.0,618.0,,9.0,897.0,1.0,10.0,1.0,279.0,28.0,,8.0,618.0,,9.0,897.0,1.0,0.0
2022.0,Dee Baker,,Southern Mississippi,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,3.0,0.0,-6.0,,,,1.0,10.0,,,,,0.0,-6.0,,,,1.0,0.0
2022.0,Dee Beckwith,,Tennessee,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,,,,1.0,0.0,2.0,,,,1.0,10.0,,,,,0.0,2.0,,,,1.0,0.0
2022.0,Dee Pierce,,Miami (OH),0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dee Wiggins,,Miami,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,10.0,,,,1.0,10.0,0.0,25.0,4.0,,,,,,,1.0,10.0,0.0,25.0,4.0,,,,,,,1.0,0.0
2022.0,Dee Winters,,TCU,21.0,,,,,10.0,2.0,0.0,7.0,5.0,2.0,1.0,1.0,53.0,74.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deidrick Stanley II,,Middle Tennessee,2.0,,,,,10.0,1.0,0.0,23.0,3.0,2.0,1.0,1.0,9.0,11.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deion Burks,,Purdue,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,26.0,1.0,2.0,0.0,3.0,,0.0,29.0,1.0,10.0,0.0,26.0,1.0,,0.0,3.0,,0.0,29.0,1.0,0.0
2022.0,Deion Colzie,,Notre Dame,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,67.0,4.0,,,,,,,1.0,10.0,0.0,67.0,4.0,,,,,,,1.0,0.0
2022.0,Deion Hankins,,UTEP,,,0.0,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,24.0,4.0,121.0,6.0,458.0,,6.0,482.0,1.0,10.0,0.0,24.0,4.0,,6.0,458.0,,6.0,482.0,1.0,0.0
2022.0,Deion Jennings,,Rutgers,1.0,,,,,10.0,,,,1.0,0.0,0.0,1.0,2.0,3.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deion Smith,,Colorado,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,21.0,5.0,53.0,2.0,192.0,,2.0,213.0,1.0,10.0,0.0,21.0,5.0,,2.0,192.0,,2.0,213.0,1.0,0.0
2022.0,Deion Smith,,LSU,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,2.0,186.0,11.0,,,,,,,1.0,10.0,2.0,186.0,11.0,,,,,,,1.0,0.0
2022.0,Dejuan Butler,,California,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Delano Robinson,,SMU,43.0,,,,,10.0,1.0,0.0,8.0,3.0,1.0,1.0,1.0,35.0,78.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Delano Ware,,Western Michigan,10.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,30.0,40.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Delarrin Turner-Yell,,Oklahoma,17.0,,,,,10.0,3.0,0.0,0.0,2.5,1.0,0.0,1.0,36.0,53.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Delbert Mimms III,,NC State,3.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,2.0,5.0,,,,10.0,,,,1.0,10.0,,,,6.0,0.0,47.0,,,,1.0,10.0,,,,,0.0,47.0,,,,1.0,0.0
2022.0,Dell Pettus,,Troy,27.0,,,,,10.0,,,,1.0,0.0,0.0,1.0,26.0,53.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demani Richardson,,Texas A&M,21.0,,,,,10.0,1.0,0.0,3.0,6.5,3.0,2.0,1.0,44.0,65.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demarco Jones,,Oklahoma State,5.0,,1.0,,,10.0,,,,0.0,0.0,0.0,1.0,6.0,11.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demarcus Elliott,,Indiana,18.0,,,,,10.0,,,,1.5,2.0,0.0,1.0,11.0,29.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demarcus Gregory,,South Florida,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,1.0,169.0,11.0,,,,,,,1.0,10.0,1.0,169.0,11.0,,,,,,,1.0,0.0
2022.0,Demarcus Griffin-Taylor,,Houston,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,2.0,2.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demarcus Jones,,Southern Mississippi,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,10.0,,,,1.0,10.0,2.0,185.0,22.0,24.0,0.0,179.0,,2.0,364.0,1.0,10.0,2.0,185.0,22.0,,0.0,179.0,,2.0,364.0,1.0,0.0
2022.0,Demario Douglas,,Liberty,0.0,,0.0,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,10.0,,,,1.0,10.0,6.0,701.0,52.0,1.0,0.0,2.0,,6.0,703.0,1.0,10.0,6.0,701.0,52.0,,0.0,2.0,,6.0,703.0,1.0,0.0
2022.0,Demario McCall,,Ohio State,3.0,,,,,10.0,,,,0.0,1.0,0.0,1.0,3.0,6.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demarkcus Bowman,,Florida,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,,,,14.0,0.0,81.0,,,,1.0,10.0,,,,,0.0,81.0,,,,1.0,0.0
2022.0,Demarrquese Hayes,,Texas State,5.0,,,,,10.0,,,,1.0,0.0,0.0,1.0,1.0,6.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demaurez Bellamy,,South Florida,13.0,,1.0,,,10.0,,,,2.0,3.0,0.0,1.0,17.0,30.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demeioun Robinson,,Maryland,7.0,,,,,10.0,,,,2.5,0.0,2.0,1.0,12.0,19.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demerick Morris,,Temple,2.0,,,,,10.0,,,,1.5,0.0,0.0,1.0,6.0,8.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetris Robertson,,Auburn,,,0.0,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,4.0,489.0,37.0,5.0,1.0,42.0,,5.0,531.0,1.0,10.0,4.0,489.0,37.0,,1.0,42.0,,5.0,531.0,1.0,0.0
2022.0,Demetrius Cain,,Western Kentucky,25.0,,,,,10.0,2.0,0.0,0.0,1.5,0.0,1.5,1.0,30.0,55.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetrius Hardamon,,Bowling Green,15.0,,,,,10.0,,,,5.5,0.0,1.5,1.0,12.0,27.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetrius Hill,,Central Michigan,0.0,,,,,10.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetrius Hill,,Florida International,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,2.0,3.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetrius Knight II,,Georgia Tech,2.0,,1.0,,,10.0,,,,0.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetrius Mauney,,East Carolina,6.0,,,,,10.0,,,,0.5,0.0,0.0,1.0,4.0,10.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demetrius Taylor,,Appalachian State,11.0,,1.0,,,10.0,,,,10.5,1.0,7.0,1.0,13.0,24.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demick Starling,,Virginia,,,0.0,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,1.0,93.0,4.0,,,,,,,1.0,10.0,1.0,93.0,4.0,,,,,,,1.0,0.0
2022.0,Demie Sumo,,NC State,2.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,3.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demitri Washington,,Boise State,21.0,,1.0,,,10.0,1.0,0.0,37.0,2.5,0.0,2.0,1.0,20.0,41.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demon Clowney,,Ole Miss,2.0,,,,,10.0,,,,1.0,0.0,1.0,1.0,2.0,4.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demond Demas,,Texas A&M,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,1.0,235.0,15.0,,,,,,,1.0,10.0,1.0,235.0,15.0,,,,,,,1.0,0.0
2022.0,Demond Taylor,,Northern Illinois,16.0,,1.0,,,10.0,,,,1.0,2.0,0.0,1.0,16.0,32.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demonte Meeks,,Air Force,21.0,,,,,10.0,,,,3.5,0.0,3.5,1.0,15.0,36.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Demontrez Brown,,Troy,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,0.0,155.0,10.0,,,,,,,1.0,10.0,0.0,155.0,10.0,,,,,,,1.0,0.0
2022.0,Demouy Kennedy,,Alabama,4.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,3.0,7.0,,,,10.0,,,,1.0,10.0,,,,7.0,0.0,16.0,,,,1.0,10.0,,,,,0.0,16.0,,,,1.0,0.0
2022.0,Deneric Prince,,Tulsa,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,67.0,7.0,100.0,5.0,524.0,,5.0,591.0,1.0,10.0,0.0,67.0,7.0,,5.0,524.0,,5.0,591.0,1.0,0.0
2022.0,Dennis Barnes,,UTEP,13.0,,0.0,,,10.0,2.0,0.0,27.0,4.0,4.0,1.0,1.0,40.0,53.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dennis Briggs Jr.,,Florida State,6.0,,1.0,,,10.0,,,,0.5,1.0,0.0,1.0,0.0,6.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dennis Grosel,,Boston College,0.0,,0.0,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,192.0,0.578125,111.0,10.0,7.0,6.0,1216.0,1.0,10.0,,,,44.0,2.0,69.0,,,,1.0,10.0,,,,,2.0,69.0,,,,1.0,0.0
2022.0,Dennis Smith,,Eastern Michigan,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,82.0,4.0,,,,,,,1.0,10.0,0.0,82.0,4.0,,,,,,,1.0,0.0
2022.0,Denzel Blackwell,,Arkansas State,3.0,,,,,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,16.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Denzel Burke,,Ohio State,9.0,,,,,10.0,1.0,1.0,0.0,0.0,12.0,0.0,1.0,28.0,37.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Denzel Daxon,,Ohio,5.0,,,,,10.0,,,,2.0,0.0,1.0,1.0,2.0,7.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Denzel Feaster,,UT San Antonio,16.0,,2.0,,,10.0,,,,1.5,0.0,0.0,1.0,25.0,41.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Denzel Lowry,,Old Dominion,4.0,,,,,10.0,,,,0.5,0.0,0.0,1.0,1.0,5.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Denzel Okafor,,Texas,2.0,,,,,10.0,,,,1.0,0.0,0.0,1.0,2.0,4.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deon Biggins,,Liberty,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,2.0,3.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deon Edwards,,Arkansas,6.0,,,,,10.0,,,,0.5,0.0,0.0,1.0,0.0,6.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deon Fountain,,Coastal Carolina,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,0.0,31.0,1.0,,,,,,,1.0,10.0,0.0,31.0,1.0,,,,,,,1.0,0.0
2022.0,Deon Jones,,Boston College,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deon McIntosh,,Washington State,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,1.0,108.0,14.0,111.0,3.0,532.0,,4.0,640.0,1.0,10.0,1.0,108.0,14.0,,3.0,532.0,,4.0,640.0,1.0,0.0
2022.0,Deon McLean Jr.,,Connecticut,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deon Silas,,Iowa State,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,0.0,-4.0,1.0,13.0,2.0,75.0,,2.0,71.0,1.0,10.0,0.0,-4.0,1.0,,2.0,75.0,,2.0,71.0,1.0,0.0
2022.0,Deonce Elliott,,Arizona State,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,,,,3.0,0.0,6.0,,,,1.0,10.0,,,,,0.0,6.0,,,,1.0,0.0
2022.0,Deondrae Williams,,Navy,4.0,,,,,10.0,,,,1.0,0.0,0.0,1.0,3.0,7.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deondre Jackson,,Texas A&M,,,,,,10.0,,,,,,,1.0,,,,,,10.0,,,,1.0,10.0,,,,1.0,0.0,-2.0,,,,1.0,10.0,,,,,0.0,-2.0,,,,1.0,0.0
2022.0,Deondrick Harper,,Florida Atlantic,1.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deonta Bembry,,Georgia Southern,2.0,,,,,10.0,,,,0.0,2.0,0.0,1.0,8.0,10.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deontae Craig,,Iowa,10.0,,,,,10.0,,,,3.0,0.0,1.5,1.0,4.0,14.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deontai Williams,,Nebraska,23.0,,,,,10.0,4.0,0.0,31.0,2.0,3.0,0.0,1.0,23.0,46.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deontay Anderson,,Houston,35.0,,1.0,,,10.0,,,,4.0,2.0,0.5,1.0,28.0,63.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deonte Banks,,Maryland,2.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,4.0,6.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deonte Perry,,Fresno State,7.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,7.0,14.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deonte Simpson,,North Texas,0.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,10.0,,,,1.0,10.0,0.0,73.0,5.0,,,,,,,1.0,10.0,0.0,73.0,5.0,,,,,,,1.0,0.0
2022.0,Deonte Stanley,,Middle Tennessee,2.0,,,,,10.0,,,,0.0,0.0,0.0,1.0,3.0,5.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Deontre Thomas,,Nebraska,16.0,,2.0,,,10.0,,,,1.5,0.0,1.5,1.0,7.0,23.0,,,,10.0,,,,1.0,10.0,,,,,,,,,,1.0,10.0,,,,,,,,,,1.0,0.0
2022.0,Dequan Finn,,Toledo,,,0.0,,,10.0,,,,,,,1.0,,,250.0,0.576,144.0,10.0,2.0,18.0,2067.0,1.0,10.0,0.0,10.0,0.0,112.0,9.0,501.0,,9.0,511.0,1.0,10.0,0.0,10.0,0.0,,9.0,501.0,,9.0,511.0,1.0,0.0
