playerId,player,college,category,statType,stat
4361321,Bo Bauer,Notre Dame,defensive,QB HUR,2
4427439,Izaiah Henderson,Boston College,defensive,QB HUR,0
4048768,Walter Dawn Jr.,UTEP,receiving,YDS,27
4433837,Angelo Grose,Michigan State,defensive,TOT,81
4240897,Tyree Johnson,Texas A&M,defensive,QB HUR,2
4039599,Devaughn Cooper,Syracuse,fumbles,REC,0
4570044,Jaquan Brisker,Penn State,fumbles,REC,1
4612879,Tyrese Hopkins,Southern Mississippi,defensive,TFL,0
4429608,Corey Dyches,Maryland,receiving,TD,4
4241793,Terrell Cooper,TCU,defensive,TOT,25
4879921,Brian Burton,Army,defensive,SACKS,0
4875805,Deonte Stanley,Middle Tennessee,defensive,TFL,0
4427026,Adetutu Daranijo,Akron,defensive,SACKS,0
4431432,Kenny Tracy,Miami (OH),fumbles,REC,0
4596665,Keshon Griffin,Rutgers,defensive,SACKS,0
4426801,KeSean Brown,Appalachian State,defensive,TOT,9
4381248,Tauskie Dove,Missouri,receiving,REC,38
4427361,Dustyn Hall,South Florida,defensive,TD,0
4039294,Mulbah Car,Houston,receiving,LONG,12
4259440,Christopher Howard,Florida,kicking,FGM,7
-7026, Team,Oklahoma,rushing,YDS,-28
4247136,Gabe Montgomery,Appalachian State,rushing,TD,0
4079098,Ezekiel Barnett,Louisiana Tech,interceptions,YDS,46
-5849, Team,Duke,rushing,YPC,-3.7
4241243,Johnnie Lang,Arkansas State,puntReturns,LONG,63
4875564,Bo Richter,Air Force,defensive,PD,1
4567402,Keon Zipperer,Florida,defensive,TOT,1
4240128,Trenton Gill,NC State,punting,TB,5
-7798, Team,Virginia Tech,rushing,YPC,-3
4360192,Ja'Kori Morgan,Houston,defensive,TD,0
4360330,Davon Ferguson,Bowling Green,defensive,SOLO,45
4371863,Chance Warren,Navy,puntReturns,AVG,10.6
4568433,Kierron Smith,Georgia Southern,defensive,SOLO,0
4429945,Winston Jules,Connecticut,defensive,TFL,0
4241720,Marcus Jones,Houston,interceptions,AVG,0.4
-5625, Team,Cincinnati,passing,COMPLETIONS,0
4608774,Desmond Fogle,Connecticut,defensive,TD,0
4245579,Ja'Kerrius Wyatt,Middle Tennessee,defensive,TD,0
4244655,Rishard Dames,Florida International,interceptions,INT,1
4567095,Keilan Robinson,Texas,rushing,YPC,7.2
4360813,Dayna Kinnaird,Louisville,defensive,SOLO,0
4360585,Christian Malloy,Coastal Carolina,receiving,YPR,4.5
4566158,Ben Sauls,Pittsburgh,defensive,PD,0
4875870,Ali Ali,Old Dominion,defensive,QB HUR,0
4430222,Jalen Lee,Florida,defensive,TOT,9
4240338,Esaias Gandy,Wyoming,interceptions,YDS,7
4432211,Tristan Golightly,Kansas,receiving,YDS,9
4429847,Garrett Greene,West Virginia,fumbles,REC,0
4880199,Jordan Erickson,Boise State,defensive,QB HUR,0
4690182,Nick Andersen,Wake Forest,interceptions,INT,1
4369789,Mitchell Fineran,Purdue,kicking,XPM,40
4035342,Mike Palmer,Boston College,defensive,QB HUR,0
4374004,Auston Deason,Texas State,defensive,QB HUR,0
4686393,Bryce Ramirez,Texas Tech,defensive,QB HUR,0
4576321,Manny Stokes Jr.,Coastal Carolina,defensive,TFL,1.5
4431442,Tuli Tuipulotu,USC,defensive,SOLO,24
4428502,Tristan Sinclair,Stanford,defensive,TFL,1.5
4361044,Teddy Gallagher,Coastal Carolina,defensive,SOLO,41
4613087,Jamaal Bell,Nevada,receiving,LONG,28
4875895,Drew Zaubi,Western Kentucky,passing,COMPLETIONS,3
4429383,Jared Casey,Kentucky,defensive,QB HUR,1
4365298,Jahquan Bloomfield,Louisiana Monroe,defensive,PD,0
4567942,Luke Akers,UCLA,rushing,LONG,0
4875761,Marko Gbedo,Northern Illinois,defensive,TOT,1
-6626, Team,Miami,defensive,SOLO,1
4605527,Jehlen Cannady,Georgia,defensive,SOLO,1
4372415,Jacquez Jones,Kentucky,fumbles,LOST,0
4241928,Kenny Bennett,Maryland,defensive,TFL,0
4690143,LaJohntay Wester,Florida Atlantic,receiving,YPR,10.8
4429202,Israel Abanikanda,Pittsburgh,rushing,TD,7
4031036,Monte McGary,Utah State,fumbles,LOST,0
4428936,Kyle Bilodeau,Purdue,receiving,REC,2
4427569,Giles Jackson,Washington,kickReturns,AVG,22.1
4361196,Cam Taylor,Nebraska,defensive,QB HUR,0
4569330,Austin Jones,Stanford,rushing,YDS,378
4428798,A.J. Watkins,Georgia Southern,defensive,PD,1
4038724,Tyreek Maddox-Williams,Rutgers,defensive,SACKS,0
4426856,Malik Caper,Liberty,kickReturns,AVG,16
4241608,Reagan Roberson,Nevada,defensive,TD,0
4360287,Delarrin Turner-Yell,Oklahoma,defensive,TOT,53
4570630,Everett Ornstein,UT San Antonio,kicking,XPM,0
4362895,Nathaniel Watson,Mississippi State,defensive,TD,0
4683062,Xavier Worthy,Texas,rushing,LONG,7
-7951, Team,West Virginia,rushing,CAR,9
4430638,Joey Velazquez,Michigan,defensive,TFL,0
4427354,Jarrett Guest,Coastal Carolina,passing,ATT,10
4427332,Gerald Green,Georgia Southern,rushing,CAR,75
4363134,Kam Pedescleaux,Louisiana,fumbles,LOST,0
4432223,Tyler Grubbs,Louisiana Tech,defensive,QB HUR,3
4685113,Jaylin Alderman,Louisville,defensive,SACKS,0
4430689,Dominic Richardson,Oklahoma State,defensive,PD,0
4429745,Jax Harrington,Louisiana,defensive,TFL,0.5
4567899,Denzel Blackwell,Arkansas State,interceptions,AVG,0
4569482,Devin Nicholson,Missouri,defensive,PD,0
4362086,B.J. Foster,Texas,kickReturns,LONG,0
4372781,Michael Vinson,Notre Dame,defensive,TD,0
4569559,Devaughn Vele,Utah,puntReturns,NO,1
4426420,Devyn Ford,Penn State,receiving,REC,3
136429,Cedric Patterson III,Rice,defensive,TOT,1
4432552,Darius Snow,Michigan State,interceptions,INT,1
4427472,C.J. Clark,NC State,defensive,SOLO,1
4040892,Deonte Perry,Fresno State,defensive,SOLO,7
4875871,Rafael McCoy,Old Dominion,receiving,TD,0
4429767,Emmanuel Forbes,Mississippi State,defensive,TFL,5
4246920,DJ Stubbs,Liberty,kickReturns,TD,0
4427985,Jerrod Means,Louisiana Tech,passing,PCT,1
-5422, Team,Bowling Green,fumbles,REC,0
4572665,Torren Union,New Mexico State,defensive,SACKS,0
4360072,Ja'von Hicks,Cincinnati,defensive,QB HUR,0
4570507,Devin Voisin,South Alabama,defensive,SOLO,1
4362385,Quadry Jones,UCF,passing,INT,0
4595351,Rance Conner,Louisville,defensive,SOLO,2
4373062,Phillip Brooks III,Kansas State,puntReturns,YDS,86
4257188,Charlie Jones,Iowa,kickReturns,NO,25
4429324,Jacobee Bryant,Kansas,defensive,SOLO,19
4246912,Aaron Pierre,Liberty,defensive,TD,0
4426721,Cannon Blauser,Ohio,defensive,TFL,10
4242359,Collin Larsh,Wisconsin,kicking,PCT,0.773
4362502,DJ Ivey,Miami,defensive,PD,1
4427120,Jaylen McCollough,Tennessee,defensive,SOLO,35
4426781,Jack Brooks,South Alabama,punting,LONG,66
4880696,Colin Ramos,Navy,defensive,TFL,1
4680023,Brandon Epton Jr.,SMU,rushing,YPC,2.9
4261652,Daniel Gutierrez,UNLV,kicking,XPM,25
4362726,TJ Harris,Troy,interceptions,TD,0
4372006,Andrew Parker,Arkansas,defensive,TOT,7
4697745,Tyler Loop,Arizona,kicking,FGM,12
4879204,Isaiah Hankins,Baylor,defensive,PD,0
4431035,Gavin Williams,Iowa,rushing,YPC,4.7
4431053,Mac Dalena,Fresno State,defensive,PD,0
4426388,Jameson Williams,Alabama,fumbles,REC,0
4571621,TJ Johnson,Marshall,defensive,SACKS,5
4259608,Jonathan Sutherland,Penn State,defensive,TFL,2
-5625, Team,Cincinnati,rushing,TD,0
4257576,Jeremy Jennings,Temple,defensive,QB HUR,0
4036438,Kaiden Smith,Appalachian State,defensive,SOLO,35
4427763,Antavious Lane,Georgia State,defensive,TOT,81
4430867,Kyle Toole,Troy,rushing,YPC,-7
4428330,Etinosa Reuben,Clemson,defensive,PD,1
4429495,Omar Darame,New Mexico,defensive,SOLO,2
4382467,Davion Williams,Western Kentucky,defensive,SOLO,15
4360865,Dwayne Boyles,South Florida,defensive,PD,1
4567048,Kenneth Walker III,Michigan State,fumbles,FUM,1
4362301,Isiah Cox,Ohio,receiving,REC,30
4569138,Tayvian Cunningham,Arizona,rushing,TD,0
4430999,Kenean Caldwell,Kansas,defensive,TFL,1
4567532,Devin Boddie Jr.,Vanderbilt,rushing,YPC,3.3
4360920,Ethan Mooney,North Texas,kicking,XPA,40
4362093,Luke Brockermeyer,Texas,interceptions,TD,0
4432545,Jabari Small,Tennessee,receiving,LONG,22
4374184,Shelton Zeon III,UNLV,receiving,YDS,46
4432659,Noah Avinger,San Diego State,defensive,SOLO,10
4360480,Spencer Petras,Iowa,passing,COMPLETIONS,165
4362889,Matt Harmon,Kent State,interceptions,AVG,2
4361418,Will Levis,Kentucky,rushing,CAR,107
4688812,Ja'Qurious Conley,North Carolina,interceptions,INT,2
4695609,Zemaiah Vaughn,Utah,defensive,QB HUR,0
4244041,James Carolan,Bowling Green,defensive,SACKS,0
4433838,Parker Lewis,USC,defensive,PD,0
4429913,Quinten Johnson,Michigan,defensive,SOLO,2
4037631,Abdul Adams,Syracuse,defensive,TOT,3
4428438,Edward Saydee,Temple,rushing,TD,3
4038997,Ben Kimpler,Miami (OH),fumbles,REC,2
4427391,Kenny McIntosh,Georgia,passing,ATT,1
4572040,George Johnson,Michigan,defensive,SOLO,1
4426579,Armauni Archie,Washington State,defensive,TOT,3
4699777,Ben Jefferson,Air Force,rushing,TD,1
4429164,Nick Herbig,Wisconsin,fumbles,LOST,0
4027873,Samori Toure,Nebraska,rushing,TD,1
4569903,DeVonne Harris,Wyoming,defensive,SACKS,0
4260207,Devon Hunter,Virginia Tech,defensive,SOLO,6
4683237,Keagan Johnson,Iowa,defensive,TFL,0
4240787,Austin Allen,Nebraska,receiving,REC,38
4887281,Matthew Dapore,Air Force,kicking,XPA,4
4043606,Willie Johnson,Marshall,kickReturns,LONG,14
4683543,RJ Garcia II,Kansas State,receiving,YPR,6
4428808,Jacob Bernard,Louisiana,kickReturns,LONG,13
4575859,Nick Harris,Connecticut,defensive,TFL,2
4360405,Jake Bobo,Duke,defensive,SACKS,0
4683062,Xavier Worthy,Texas,fumbles,FUM,2
4429172,Traeshon Holden,Alabama,defensive,SOLO,0
4433959,Ben Yurosek,Stanford,receiving,YPR,15.5
4362794,Cam Johnson,Vanderbilt,kickReturns,TD,0
4255713,Randall St. Felix,Florida International,receiving,REC,20
4569325,Dezmon Jackson,Oklahoma State,rushing,LONG,11
4429939,Jawhar Jordan,Louisville,kickReturns,NO,5
4362086,B.J. Foster,Texas,defensive,PD,2
4060042,Ralfs Rusins,Liberty,defensive,QB HUR,0
4361352,Marcus Hooker,Ohio State,defensive,TFL,0
4365839,David Perales,Fresno State,defensive,TOT,45
4427493,Tre'Vius Hodges-Tomlinson,TCU,defensive,TOT,41
4259167,Timarcus Davis,Arizona State,defensive,TFL,0.5
4568616,Adam Barry,Temple,rushing,TD,0
4428966,Isheem Young,Iowa State,fumbles,FUM,0
4605951,C.J. Daniels,Liberty,defensive,QB HUR,0
4690013,Rasheen Ali,Marshall,rushing,YPC,5.6
4432297,Isaiah Jacobs,Maryland,kickReturns,LONG,7
4567249,Ashanti Cistrunk,Ole Miss,defensive,QB HUR,1
4575835,David Ndukwe,Western Kentucky,defensive,TFL,0
4371730,Brady McBride,Texas State,defensive,QB HUR,0
4362431,Justin Rogers,UNLV,passing,YPA,8.1
4569912,Wyatt Wieland,Wyoming,receiving,YPR,15
4241888,Reggie Roberson Jr.,SMU,defensive,PD,0
4880840,Jaydyn Johnson,Marshall,defensive,PD,0
4682501,O.J. Burroughs,Kansas,defensive,QB HUR,0
4428925,Zaylin Wood,Middle Tennessee,receiving,TD,1
4427267,Kaylon Geiger,Texas Tech,receiving,TD,1
4258471,Kieren Douglas,Purdue,interceptions,TD,0
4683128,Jack Dingle,Cincinnati,defensive,SACKS,0
4372761,TaRiq Bracy,Notre Dame,interceptions,AVG,0
4051167,John Parker Romo,Virginia Tech,kicking,FGA,22
4372718,Dario Longhetto,California,defensive,TOT,2
4699353,Cole Becker,Colorado,defensive,SACKS,0
4696120,Camby Goff,Air Force,fumbles,FUM,1
4261074,Cade Sutherland,South Alabama,puntReturns,NO,3
4361307,Trey McBride,Colorado State,receiving,YDS,1121
-6626, Team,Miami,rushing,YPC,-2.9
4430892,Josaih Hayes,Kentucky,defensive,TOT,15
4244772,Darius Bracy,Central Michigan,receiving,YDS,37
4379415,Payne Walker,Georgia,defensive,SOLO,3
4362119,Nate Needham,Bowling Green,punting,LONG,30
4569637,Derrick Langford,Washington State,interceptions,INT,2
4568439,Amare Barno,Virginia Tech,defensive,TD,0
4243169,Chris Miller,Colorado,defensive,PD,0
4603186,Jack Bech,LSU,receiving,REC,43
4240423,Tyriq Hardimon,Wake Forest,defensive,TD,0
4690170,Damarcus Thomas,Ole Miss,receiving,TD,0
4592578,Kevon Haigler,Appalachian State,defensive,TD,0
4257582,Ty Mason,Temple,defensive,SACKS,0
4428594,Melquan Stovall,Nevada,receiving,YDS,643
4048253,Joel Velazquez,Boise State,defensive,QB HUR,0
4242504,Johnny Johnson III,Oregon,defensive,SACKS,0
4239940,Jahmin Muse,Boston College,interceptions,YDS,22
4361526,Adam Korsak,Rutgers,punting,YPP,45.8
4875578,Elijah Brockman,Air Force,defensive,SOLO,6
4608449,Osita Smith,Maryland,defensive,TOT,3
4360576,Justice Dingle,Kentucky,defensive,SACKS,0
4569479,Zach VanValkenburg,Iowa,defensive,TFL,15
4360131,Holton Ahlers,East Carolina,rushing,YPC,1.8
4686338,Josh Minkins,Louisville,defensive,TOT,17
4686754,David Carter Jr.,Eastern Michigan,interceptions,INT,2
4682828,Gabriel Watson,Texas,rushing,YPC,3.7
4585551,Darion Smith,Charlotte,rushing,CAR,6
4373583,Ryan Ragone,Miami,defensive,SOLO,6
4429454,Ron Cook Jr.,Buffalo,rushing,YDS,440
4372506,Lawrence Johnson,Purdue,defensive,TFL,4.5
4361943,Cooper Lutz,Syracuse,defensive,TOT,9
4429308,Itayvion Brown,Michigan State,defensive,PD,0
4569138,Tayvian Cunningham,Arizona,receiving,YPR,16.6
4565555,Kaleo Ballungay,UNLV,receiving,TD,0
4683296,Keyonta Lanier,New Mexico,receiving,LONG,47
4035234,Travon Fuller,Tulsa,interceptions,AVG,20
4570188,Brad Rozner,Rice,receiving,LONG,20
4260406,Alexander Horvath,Purdue,fumbles,FUM,1
4241665,Caleb Twyford,Texas State,receiving,YDS,26
4255705,Darrien Grant,South Florida,defensive,QB HUR,0
4686271,Robert Lewis,Georgia State,receiving,TD,1
4429205,Jordan Addison,Pittsburgh,rushing,TD,1
4372070,Ben VanSumeren,Michigan State,defensive,TD,0
4046475,Robert Hill,Louisiana,defensive,TFL,0
-5147, Team,Air Force,fumbles,FUM,5
4051167,John Parker Romo,Virginia Tech,kicking,XPA,34
4682861,Davis Mallinger,West Virginia,defensive,TOT,2
4576129,Jalen McLeod,Appalachian State,defensive,QB HUR,3
4429907,Jayden Jernigan,Oklahoma State,defensive,SOLO,15
4371891,Mychal Cooper,Navy,receiving,LONG,37
4683792,Evan Olaes,Colorado State,passing,INT,1
4035169,Latrell Williams,South Florida,receiving,LONG,40
4361714,Josiah Johnson,UMass,kickReturns,YDS,12
4685016,Ellis Merriweather,UMass,rushing,YPC,5.2
4269726,Asher Frow,Kent State,defensive,SACKS,0
4430185,Caullin Lacy,South Alabama,rushing,CAR,10
4428993,Haynes King,Texas A&M,rushing,TD,0
4361443,Josiah Bradley,Nevada,defensive,TD,0
4682509,Malik McClain,Florida State,receiving,LONG,51
4690013,Rasheen Ali,Marshall,rushing,CAR,250
4245196,B.J. Daniels,UT San Antonio,rushing,YDS,199
4567050,Justin Williams,Wake Forest,defensive,PD,0
4696716,JonJon Vaughns,UCLA,kickReturns,TD,0
4432777,Jeremiah Trotter Jr.,Clemson,defensive,TFL,1
4597334,Xamarion Gordon,USC,defensive,QB HUR,0
4362503,Dee Wiggins,Miami,defensive,QB HUR,0
4685037,Duece Watts,Tulane,defensive,TOT,1
4362631,Micah Baskerville,LSU,defensive,TD,0
4430185,Caullin Lacy,South Alabama,receiving,TD,0
4362073,Casey Thompson,Texas,rushing,CAR,55
4685720,Bryce Young,Alabama,passing,TD,47
4361181,Wyatt Liewer,Nebraska,receiving,REC,4
4569006,Malik Dixon,Connecticut,defensive,SOLO,37
4361797,Amare Jones,Georgia Southern,receiving,YDS,351
4427250,Ahmad Gardner,Cincinnati,defensive,PD,4
4428419,Jahmal Sam,UT San Antonio,defensive,TD,0
4362247,DaShon Bussell,Western Michigan,defensive,SOLO,5
4697817,Cristian Zendejas,Arizona State,kicking,LONG,40
4569072,Bryson Cannon,Eastern Michigan,fumbles,REC,0
4430381,Jalen Mayala,UAB,defensive,QB HUR,1
4245232,Forest McKee,UTEP,receiving,LONG,18
4374170,Bryce Jackson,UNLV,fumbles,LOST,0
4429488,Fentrell Cypress II,Virginia,interceptions,TD,0
4427501,Jeremy Hollingsworth,Wyoming,rushing,YPC,2
4600405,C.J. Baskerville,San Diego State,defensive,TFL,1
4427710,Ja'Von Kimpson,Miami (OH),defensive,TFL,0
4259485,Eric Douglas,South Carolina,defensive,TD,0
4428796,Casey Washington,Illinois,receiving,REC,21
4567176,Zach Williams,Arkansas,defensive,QB HUR,1
4432124,Collin Gamble,California,defensive,PD,5
4243536,Zamari Maxwell,UCF,defensive,TFL,0
4568992,Ryan O'Keefe,UCF,fumbles,LOST,1
4259576,Brooks Buce,Troy,defensive,SOLO,0
4569547,Nick Kallerup,Minnesota,defensive,PD,0
4430817,Xzavier Henderson,Florida,fumbles,FUM,2
4245685,Colin Schooler,Texas Tech,fumbles,LOST,0
4431499,Sieh Bangura,Ohio,receiving,REC,5
4039089,Cameron Odom,Ohio,rushing,YDS,0
4033806,James McCourt,Illinois,kicking,LONG,53
4433927,Dezmond Tell,Louisville,defensive,SOLO,3
4244029,Jarret Doege,West Virginia,rushing,TD,1
4427916,Tony Mathis,West Virginia,receiving,YDS,29
4365319,Josh Newton,Louisiana Monroe,interceptions,INT,2
4429617,Izeya Floyd,Rice,defensive,QB HUR,1
4433838,Parker Lewis,USC,kicking,LONG,52
4428350,Quincy Riley,Middle Tennessee,defensive,SACKS,1.5
4426339,Spencer Rattler,Oklahoma,passing,YPA,7.9
4570409,David Bell,Purdue,receiving,YPR,13.8
4361160,Brody Belt,Nebraska,receiving,REC,6
4039294,Mulbah Car,Houston,rushing,LONG,17
4362312,Tyler Walton,Ohio,receiving,TD,2
4239957,Marcus Valdez,Boston College,defensive,SOLO,22
4567190,Enoch Jackson Jr.,North Texas,defensive,SOLO,3
4427394,D'Vion Harris,Old Dominion,defensive,TD,1
4573084,Alonso Person,Kansas,rushing,YDS,3
4875978,Evan Johnson,Michigan State,kicking,FGM,0
4362140,Steven Krajewski,Connecticut,defensive,SACKS,0
4371846,Tyger Goslin,Navy,receiving,REC,3
4259365,Nick Okeke,Louisville,defensive,TFL,2.5
4428922,Adrian Woliver,Toledo,defensive,TD,0
4697263,Cameron Whitfield,Louisiana,defensive,TFL,0
4374337,Sam Burton,Marshall,defensive,TFL,4.5
4608764,Jamel Starks,Houston,rushing,YPC,6
4427636,Nic Jones,Ball State,defensive,QB HUR,0
-6842, Team,Nebraska,defensive,PD,0
4879995,Jason Hoffman,Duke,defensive,SOLO,0
4685769,Justin Robinson,Georgia,defensive,QB HUR,0
4362564,Jack Combs,Arkansas State,receiving,YDS,104
4608829,Zion Williams,Troy,defensive,PD,3
4382479,Trenton Gillison,Michigan State,receiving,LONG,5
4431433,Kalen King,Penn State,defensive,TOT,21
4430310,Jamie Pettway,Missouri,defensive,TFL,2
4432484,Michael Pleas,Southern Mississippi,defensive,TOT,23
4568611,De'Von Fox,Temple,defensive,TD,0
4601021,Jaylon Carlies,Missouri,kickReturns,YDS,11
4360073,Jayshon Jackson,Ball State,defensive,SOLO,1
4879995,Jason Hoffman,Duke,defensive,TFL,0
4690345,Owen Daffer,East Carolina,defensive,TOT,1
4607267,Malik Sherrod,Fresno State,rushing,CAR,11
4040832,Tyrone Hill,Washington State,defensive,SOLO,11
4432755,Andre Porter,Maryland,defensive,TFL,0
4572041,Danny Hughes,Michigan,receiving,YPR,3
4569156,Michael Wiley,Arizona,fumbles,LOST,2
4565184,Jerand Bradley,Texas Tech,receiving,TD,0
4429094,Demon Clowney,Ole Miss,defensive,TFL,1
4241350,Jahron McPherson,Kansas State,defensive,TD,0
4241241,Cordarrius Bailey,Iowa State,defensive,TD,0
4431631,Tyrell Davis,Georgia Southern,interceptions,AVG,1
4687358,J'Dan Burnett,Louisiana Tech,defensive,SACKS,0
107494,Trey Sanders,Alabama,rushing,LONG,20
4427196,Michael Fletcher,Michigan State,defensive,TD,0
-5866, Team,East Carolina,passing,YPA,0
4693644,Ji'Ayir Brown,Penn State,defensive,PD,5
4574722,Christian Dremel,Rutgers,receiving,YDS,8
4361032,Bryce Carpenter,Coastal Carolina,fumbles,FUM,2
4569511,Drake Jackson,USC,interceptions,YDS,9
4034772,Seth Green,Houston,kickReturns,NO,1
4690909,Ty Bowman,Kansas State,defensive,SOLO,2
4361949,Aaron Bolinsky,Syracuse,defensive,TFL,0
4361254,Baylor Romney,BYU,fumbles,LOST,0
4361729,George Georgopoulos,UMass,defensive,PD,0
4361741,Brock Purdy,Iowa State,passing,YDS,3188
4361973,Kaleb Smith,Virginia Tech,receiving,REC,20
4244312,Josh Maize,Miami (OH),defensive,TOT,1
4710014,Jay'juan Townsend,South Alabama,receiving,YPR,62
4426502,Drake London,USC,defensive,QB HUR,0
4360073,Jayshon Jackson,Ball State,defensive,TFL,0
4362381,Cullen Wick,Tulsa,defensive,PD,0
4241338,Daniel Green,Kansas State,defensive,PD,0
4608773,Darius Bush,Connecticut,defensive,TOT,1
4361527,Eddie Lewis,Memphis,defensive,SOLO,1
4567219,Owen Pappoe,Auburn,defensive,TFL,3
4432316,Daved Jones,Cincinnati,defensive,TOT,4
4373921,Ashton McNeal,Florida Atlantic,defensive,TFL,0
4577793,Chris Freeman,Indiana,kicking,FGM,0
4044535,Avien Peah,UMass,defensive,SOLO,17
-7274, Team,San Diego State,passing,ATT,3
4695625,Jake Saltonstall,New Mexico,defensive,TOT,34
4361899,Jacorey Crawford,Georgia State,defensive,TFL,3
4751656,Amari Pouncy,New Mexico State,defensive,QB HUR,0
4360949,Jordan Howden,Minnesota,defensive,TFL,1.5
4250483,Cory McCoy,Marshall,kickReturns,YDS,82
4432431,Avery Morrow,Nevada,rushing,TD,1
-6639, Team,Michigan State,defensive,TFL,1
4241966,Dominique Long,Duke,defensive,SOLO,3
4565175,Marcus Sheppard,Bowling Green,defensive,TD,0
4430197,Jamal Morris,Oklahoma,defensive,TOT,3
4362214,Briason Mays,Southern Mississippi,defensive,QB HUR,0
4243562,Stephon Zayas,UCF,defensive,QB HUR,0
4875867,Isiah Paige,Old Dominion,rushing,YDS,28
4431539,Sage Ryan,LSU,defensive,SOLO,2
-5327, Team,Baylor,fumbles,FUM,1
4372371,Justin Wright,Tulsa,defensive,PD,1
4036215,Max Bortenschlager,Florida International,rushing,YDS,-250
-6455, Team,Louisville,rushing,LONG,0
4428612,Aaron Bedgood,Coastal Carolina,kickReturns,NO,3
4256917,Manny Walker,Temple,defensive,QB HUR,3
4686786,Trevor Woods,Colorado,defensive,PD,1
4429070,Shane Illingworth,Oklahoma State,passing,TD,3
4035472,James Skalski,Clemson,defensive,SACKS,2.5
4374168,Phillip Hill,UNLV,interceptions,AVG,11.7
4382473,Zach Slade,Michigan State,defensive,SOLO,0
4431374,Marvin Scott III,Nebraska,rushing,TD,2
4428119,Lew Nichols,Central Michigan,defensive,SOLO,0
4371857,Mitchell West,Navy,defensive,TD,0
4373337,Chris Maloney,Pittsburgh,defensive,QB HUR,2
4048092,Nick Heninger,Utah State,defensive,QB HUR,4
4608734,Ambe' Caldwell,Miami (OH),defensive,SOLO,4
4428699,Messiah Travis,Northern Illinois,receiving,REC,13
4427914,D'Wan Mathis,Temple,passing,YPA,6.3
4431169,D'Eryk Jackson,Kentucky,defensive,SACKS,0
4241952,Jack Camper,Michigan State,defensive,SACKS,0
4259269,Chris Reynolds,Charlotte,passing,YDS,2680
4427996,Charlie Mendes,Rice,punting,LONG,66
4677281,Kyonte Hamilton,Rutgers,defensive,PD,0
4567400,Nay'Quan Wright,Florida,defensive,TOT,1
4686105,D.J. Taylor,Arizona State,fumbles,FUM,2
4361114,Sam Taimani,Washington,fumbles,LOST,0
4360558,Jimmy Phillips Jr.,SMU,defensive,TD,0
4430323,Ja'Shaun Poke,Kent State,receiving,LONG,42
4432777,Jeremiah Trotter Jr.,Clemson,defensive,SOLO,9
4426841,Cavon Butler,Toledo,defensive,SOLO,4
4039205,Brandon Martin,Ball State,defensive,TOT,20
4429014,Gervon Dexter,Florida,defensive,SACKS,2.5
4360275,T.J. Pledger,Utah,receiving,TD,0
4430325,Makai Polk,Mississippi State,defensive,PD,0
4426386,Roschon Johnson,Texas,defensive,SACKS,0
4361758,Zach Petersen,Iowa State,defensive,TOT,43
4432332,Lance Keneley,Stanford,defensive,QB HUR,1
4241370,Justin Broiles,Oklahoma,interceptions,INT,2
4567601,Darian Varner,Temple,fumbles,LOST,0
4372504,DJ Washington,Purdue,defensive,PD,0
4244877,Jaeger Bull,Rice,defensive,SACKS,0
4426484,Marcus Major,Oklahoma,rushing,TD,0
4035438,Eric Monroe,Texas Tech,defensive,TFL,3.5
4259240,Savon Scarver,Utah State,receiving,TD,1
4695490,Jaylen Clark,Boise State,defensive,SACKS,0
4362169,Patrick Curley,Texas Tech,defensive,PD,0
4040770,Korel Smith,Florida Atlantic,defensive,PD,6
4429411,Jordan Clark,Arizona State,interceptions,AVG,0
4426351,Savion Jackson,NC State,defensive,TD,0
4361261,A.J. Hampton,Northwestern,defensive,TD,0
4695671,Jacob Delso,Eastern Michigan,receiving,YPR,5
4385430,Xavier Johnson,Ohio State,defensive,TD,0
4259912,Zikerrion Baker,Ole Miss,defensive,TOT,5
4374145,Jermaine Braddock,San José State,receiving,YPR,14.4
4568316,DeMarcus Jones II,NC State,defensive,SACKS,0
4360073,Jayshon Jackson,Ball State,puntReturns,YDS,-3
4244599,Shamari Brooks,Tulsa,receiving,TD,0
4360670,Frank Fillip,Colorado,defensive,TOT,1
4362839,Jabari Ellis,South Carolina,defensive,TD,0
4361376,Justin Birdsong,Georgia Southern,defensive,TD,0
4361293,Thomas Pannunzio,Colorado State,defensive,TD,1
4052017,C.J. Brewer,Coastal Carolina,interceptions,INT,1
4362632,Chris Curry,Utah,kickReturns,YDS,29
4374184,Shelton Zeon III,UNLV,receiving,YPR,7.7
4255538,Shawn Steele,South Alabama,defensive,TOT,9
4044060,Joel Dublanko,Cincinnati,defensive,SACKS,5.5
4686263,Pheldarius Payne,Nebraska,defensive,TFL,2.5
4687509,Caden Prieskorn,Memphis,receiving,LONG,20
4586173,Tyler Roberts,Coastal Carolina,defensive,TOT,1
4360212,Ezechiel Tieide,Boston College,defensive,TFL,0
4052040,Devin Taylor,Bowling Green,defensive,QB HUR,0
4590349,Charles Steele,Coastal Carolina,defensive,SOLO,0
4427090,Brandon Dorlus,Oregon,defensive,TOT,25
4569291,Quinn Perry,Colorado,defensive,TOT,64
4431234,Logan Loya,UCLA,receiving,REC,2
4432797,Sean Jackson,Auburn,defensive,SOLO,0
4244834,Gunnar Oakes,Eastern Michigan,receiving,YDS,125
4373637,Lopini Katoa,BYU,kickReturns,LONG,22
